,location,hotel,text_content,label,rating
2447,Seville_Province_of_Seville_Andalucia,Eurostars_Guadalquivir,"Fantastic value Stayed here for 4 nights,  the room was big and very modern with a super sized bed that was made for sleeping in....comfy doesn't even come close to describing it. Room was quiet and we had a balcony to relax in at the end of the day , maid service every day , fantastic stay highly recommended ",1,5
2828,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Semplicemente perfetto Difficile trovare difetti a questa sistemazione: appartamento pulitissimo, curato nei dettagli (addirittura i libri antichi nel comodino), comodissimo per visitare la città a piedi. La struttura è organizzata in modo magnifico (hanno anche altre case), ci hanno contattato nei giorni prima per sapere come organizzare l’accoglienza e ci hanno lasciato i codici per entrare in casa senza addebitarci il late check-in. L’indomani la gentilissima Gema ci ha accolto e dato tutte le informazioni del caso, scrivendoci anche nelle ore successive per altri consigli utili. La dotazione della casa è decisamente superiore e rende veramente piacevole il soggiorno. Da consigliare al 100%! ",1,5
2830,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Sublime penthouse et accueil chaleureux! Nous sommes venues à Séville pour 4 journées. Quand nous sommes arrivées, Martha nous a accueillies de la manière la plus chaleureuse qui soit. Elle nous a donné plein de bon conseils, de chouettes lieux à visiter. Ensuite, nous avons découvert le penthouse. Très propre, bien décoré, spacieux et surtout... une grande terrasse ensoleillée où on déjeune le matin. Le bonheur  continue pendant le séjour : nous voulions assister à un spectacle de Flamenco, et Martha a réservé un super spectacle pour nous dans les dix minutes qui ont suivi notre demande. Incroyable Martha ! Bref : c’est LE BON PLAN, allez y les yeux fermés.",1,5
2831,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Splendido soggiorno Abbiamo soggiornato 2 notti durante la Semana Santa in una camera con angolo cottura. Sistemazione ottima, gestore gentilissimo, tutto perfettamente in ordine e pulito. Zona centrale e comoda. Lo consigliamo!!!",1,5
2833,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Semplicemente perfetto Difficile trovare difetti a questa sistemazione: appartamento pulitissimo, curato nei dettagli (addirittura i libri antichi nel comodino), comodissimo per visitare la città a piedi. La struttura è organizzata in modo magnifico (hanno anche altre case), ci hanno contattato nei giorni prima per sapere come organizzare l’accoglienza e ci hanno lasciato i codici per entrare in casa senza addebitarci il late check-in. L’indomani la gentilissima Gema ci ha accolto e dato tutte le informazioni del caso, scrivendoci anche nelle ore successive per altri consigli utili. La dotazione della casa è decisamente superiore e rende veramente piacevole il soggiorno. Da consigliare al 100%! ",1,5
2835,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Sublime penthouse et accueil chaleureux! Nous sommes venues à Séville pour 4 journées. Quand nous sommes arrivées, Martha nous a accueillies de la manière la plus chaleureuse qui soit. Elle nous a donné plein de bon conseils, de chouettes lieux à visiter. Ensuite, nous avons découvert le penthouse. Très propre, bien décoré, spacieux et surtout... une grande terrasse ensoleillée où on déjeune le matin. Le bonheur  continue pendant le séjour : nous voulions assister à un spectacle de Flamenco, et Martha a réservé un super spectacle pour nous dans les dix minutes qui ont suivi notre demande. Incroyable Martha ! Bref : c’est LE BON PLAN, allez y les yeux fermés.",1,5
2836,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Splendido soggiorno Abbiamo soggiornato 2 notti durante la Semana Santa in una camera con angolo cottura. Sistemazione ottima, gestore gentilissimo, tutto perfettamente in ordine e pulito. Zona centrale e comoda. Lo consigliamo!!!",1,5
2838,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Semplicemente perfetto Difficile trovare difetti a questa sistemazione: appartamento pulitissimo, curato nei dettagli (addirittura i libri antichi nel comodino), comodissimo per visitare la città a piedi. La struttura è organizzata in modo magnifico (hanno anche altre case), ci hanno contattato nei giorni prima per sapere come organizzare l’accoglienza e ci hanno lasciato i codici per entrare in casa senza addebitarci il late check-in. L’indomani la gentilissima Gema ci ha accolto e dato tutte le informazioni del caso, scrivendoci anche nelle ore successive per altri consigli utili. La dotazione della casa è decisamente superiore e rende veramente piacevole il soggiorno. Da consigliare al 100%! ",1,5
2840,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Sublime penthouse et accueil chaleureux! Nous sommes venues à Séville pour 4 journées. Quand nous sommes arrivées, Martha nous a accueillies de la manière la plus chaleureuse qui soit. Elle nous a donné plein de bon conseils, de chouettes lieux à visiter. Ensuite, nous avons découvert le penthouse. Très propre, bien décoré, spacieux et surtout... une grande terrasse ensoleillée où on déjeune le matin. Le bonheur  continue pendant le séjour : nous voulions assister à un spectacle de Flamenco, et Martha a réservé un super spectacle pour nous dans les dix minutes qui ont suivi notre demande. Incroyable Martha ! Bref : c’est LE BON PLAN, allez y les yeux fermés.",1,5
2841,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,"Splendido soggiorno Abbiamo soggiornato 2 notti durante la Semana Santa in una camera con angolo cottura. Sistemazione ottima, gestore gentilissimo, tutto perfettamente in ordine e pulito. Zona centrale e comoda. Lo consigliamo!!!",1,5
2884,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"3 giorni Siviglia Appartamento carino, mobili moderni e solarium piacevole. Peccato le pulizie che in 3 notti hanno solo rifatto il letto e pulito 1 volta. Asciugamani cambiati 1 volta e di 4 solo 3. Carini e disponibili il personale della reception e la signora delle colazioni.",3,3
2885,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Medium location, great greakfast, messy reservation process I booked through a reservation site and selected this place because it had a free cancelation policy up to 24 hours before arrival. Turns out the whole reservation process is handled by a third party business which had a different policy, and the reservation site did not state any of this. This caused some mayor issues 24 hours prior to our arrival that was fortunately solved, but did nevertheless cause a slight heart attack.   Once you arrive, the check-in has to be done online on your own device, instead of personally, the people at the desk only tell you what to do, but  cannot do the check-in themselves. There si no information of this prior to your arrival, so beware.   Rooms are quiet as they face an inner courtyard, but if you're more than 2 in a room, beware there are no doors between the sleeping room and sitting room, no privacy at all. It didn't help avoid me hearing the snoring of my friend, and thus catching any sleep at all! On the plus side, there is a capsule coffe machine, and full Andlausian breakfast waiting in the fridge with fresh bread being delivered every morning. Would only go there again if I were to stay in one of the top floor apartments with a terrace!…",3,3
2888,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Week-end prolongé à Séville Nous avons passé un très bon séjour dans cet établissement très agréable, nous recommandons ! Il est situé à proximité de la Alameda de Hercules et ses nombreux bars et restaurants et à 15 minutes du centre ville.",1,5
2890,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Medium location, great greakfast, messy reservation process I booked through a reservation site and selected this place because it had a free cancelation policy up to 24 hours before arrival. Turns out the whole reservation process is handled by a third party business which had a different policy, and the reservation site did not state any of this. This caused some mayor issues 24 hours prior to our arrival that was fortunately solved, but did nevertheless cause a slight heart attack.   Once you arrive, the check-in has to be done online on your own device, instead of personally, the people at the desk only tell you what to do, but  cannot do the check-in themselves. There si no information of this prior to your arrival, so beware.   Rooms are quiet as they face an inner courtyard, but if you're more than 2 in a room, beware there are no doors between the sleeping room and sitting room, no privacy at all. It didn't help avoid me hearing the snoring of my friend, and thus catching any sleep at all! On the plus side, there is a capsule coffe machine, and full Andlausian breakfast waiting in the fridge with fresh bread being delivered every morning. Would only go there again if I were to stay in one of the top floor apartments with a terrace!…",3,3
2893,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Week-end prolongé à Séville Nous avons passé un très bon séjour dans cet établissement très agréable, nous recommandons ! Il est situé à proximité de la Alameda de Hercules et ses nombreux bars et restaurants et à 15 minutes du centre ville.",1,5
2895,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Medium location, great greakfast, messy reservation process I booked through a reservation site and selected this place because it had a free cancelation policy up to 24 hours before arrival. Turns out the whole reservation process is handled by a third party business which had a different policy, and the reservation site did not state any of this. This caused some mayor issues 24 hours prior to our arrival that was fortunately solved, but did nevertheless cause a slight heart attack.   Once you arrive, the check-in has to be done online on your own device, instead of personally, the people at the desk only tell you what to do, but  cannot do the check-in themselves. There si no information of this prior to your arrival, so beware.   Rooms are quiet as they face an inner courtyard, but if you're more than 2 in a room, beware there are no doors between the sleeping room and sitting room, no privacy at all. It didn't help avoid me hearing the snoring of my friend, and thus catching any sleep at all! On the plus side, there is a capsule coffe machine, and full Andlausian breakfast waiting in the fridge with fresh bread being delivered every morning. Would only go there again if I were to stay in one of the top floor apartments with a terrace!…",3,3
2898,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,"Week-end prolongé à Séville Nous avons passé un très bon séjour dans cet établissement très agréable, nous recommandons ! Il est situé à proximité de la Alameda de Hercules et ses nombreux bars et restaurants et à 15 minutes du centre ville.",1,5
3122,Seville_Province_of_Seville_Andalucia,Lukanda_Hernando_Colon,"SUPER PRESTATION L'hôtel est bien situé, entre Cathédrale (Santa Cruz) et Mairie de Séville (Centre Ville). Cadre moderne, escalier RdC marbre blanc et bois sur cadre inox au 1er. Au 1er, kitchenette avec micro ondes, et à disposition, des dosettes et machine à café,  thés,  bouilloires etc. Salon et salle à manger communes à dispo. Chambre vraiment bien, super nickel propre (neuve ?). Fenêtre sur arrière de la cathédrale.  Accueil exceptionnel avec : 1 shampoing, 1 savon douche et 1 lait hydratant en petits flacons. Ce n'est pas tout, spray eau de Cologne.  Et aussi 2 bloc notes Lukanda avec crayon et plan ! A se demander comment faire encore des marges ! Vraiment bien sur toutes les lignes.  Thierry et Sophie. ",1,5
3126,Seville_Province_of_Seville_Andalucia,Lukanda_Hernando_Colon,"SUPER PRESTATION L'hôtel est bien situé, entre Cathédrale (Santa Cruz) et Mairie de Séville (Centre Ville). Cadre moderne, escalier RdC marbre blanc et bois sur cadre inox au 1er. Au 1er, kitchenette avec micro ondes, et à disposition, des dosettes et machine à café,  thés,  bouilloires etc. Salon et salle à manger communes à dispo. Chambre vraiment bien, super nickel propre (neuve ?). Fenêtre sur arrière de la cathédrale.  Accueil exceptionnel avec : 1 shampoing, 1 savon douche et 1 lait hydratant en petits flacons. Ce n'est pas tout, spray eau de Cologne.  Et aussi 2 bloc notes Lukanda avec crayon et plan ! A se demander comment faire encore des marges ! Vraiment bien sur toutes les lignes.  Thierry et Sophie. ",1,5
3130,Seville_Province_of_Seville_Andalucia,Lukanda_Hernando_Colon,"SUPER PRESTATION L'hôtel est bien situé, entre Cathédrale (Santa Cruz) et Mairie de Séville (Centre Ville). Cadre moderne, escalier RdC marbre blanc et bois sur cadre inox au 1er. Au 1er, kitchenette avec micro ondes, et à disposition, des dosettes et machine à café,  thés,  bouilloires etc. Salon et salle à manger communes à dispo. Chambre vraiment bien, super nickel propre (neuve ?). Fenêtre sur arrière de la cathédrale.  Accueil exceptionnel avec : 1 shampoing, 1 savon douche et 1 lait hydratant en petits flacons. Ce n'est pas tout, spray eau de Cologne.  Et aussi 2 bloc notes Lukanda avec crayon et plan ! A se demander comment faire encore des marges ! Vraiment bien sur toutes les lignes.  Thierry et Sophie. ",1,5
3134,Seville_Province_of_Seville_Andalucia,Lukanda_Hernando_Colon,"SUPER PRESTATION L'hôtel est bien situé, entre Cathédrale (Santa Cruz) et Mairie de Séville (Centre Ville). Cadre moderne, escalier RdC marbre blanc et bois sur cadre inox au 1er. Au 1er, kitchenette avec micro ondes, et à disposition, des dosettes et machine à café,  thés,  bouilloires etc. Salon et salle à manger communes à dispo. Chambre vraiment bien, super nickel propre (neuve ?). Fenêtre sur arrière de la cathédrale.  Accueil exceptionnel avec : 1 shampoing, 1 savon douche et 1 lait hydratant en petits flacons. Ce n'est pas tout, spray eau de Cologne.  Et aussi 2 bloc notes Lukanda avec crayon et plan ! A se demander comment faire encore des marges ! Vraiment bien sur toutes les lignes.  Thierry et Sophie. ",1,5
3256,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"Indias Lofts Tolles Appartment, Küche, schöne Terasse, sauber, sehr zentral gelegen, wir würden es sofort wieder buchen. Frühstück & Essensmöglichkeiten ganz in der Nähe. Preis/Leistung sind okay. Lift vorhanden .",1,5
3257,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"Idéalement situé  Réserver sue le site de Puerta Catedral. Accueil très agréable et très professionnel au 22 av de la constitution : on peut déposer les bagages avant de prendre la location à 15 h. Appartement  très spacieux situé en plein centre, avec vue sur les Archives des Indes. Très bien équipé, mais pas de lave vaisselle et wi-fi moyenne. Très bon lit dans la chambre, moins bien pour les canapés lits. Parfait pour visiter tous les sites du centre de Séville. Inconvénient : mauvaise isolation donc difficile de dormir (bruits de la place et de la terrasse du resto sous les fenêtres du loft. Service de commande de repas. Nombreux restos très près et quelques épiceries très proches (ferment à 22 h).",1,4
3259,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"Superb apartment in perfect location. Bright and spacious apartment in an excellent location. Well equipped kitchen, very comfortable bed and a superb balcony with terrific view. Close to all attractions and restaurants. We will certainly be staying here on our next trip. Highly recommended.",1,5
3261,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"Bad experience The place is not clean. Sheets and towels were dirty. The place smells horrible. Photos look nice on the web, but real life is different. Customer service is very poor, and provided bad excuses for the disservice. I strongly advise you to stay away!",0,1
3264,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"위치가 좋아요. 위치가 최고입니다.  TOC 호스텔 옆,  알카사르, 인디아 로프트와 매우 가깝고 대성당도 가깝고 트램 인디아 로프트 역 바로 앞에 있습니다. 입구는 calle miguel manara 쪽에 있어요  1층 로프트에서 지냈어요.  리셉션은 다른 곳에 있어서 리셉션에서 체크인 체크아웃 해야하지만 체크아웃 후에 짐보관 가능해서 좋았어요  굉장히 넓고  요리도 가능하지만 욕조가 없고 세탁기는 없습니다.",1,4
3266,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"Bad experience The place is not clean. Sheets and towels were dirty. The place smells horrible. Photos look nice on the web, but real life is different. Customer service is very poor, and provided bad excuses for the disservice. I strongly advise you to stay away!",0,1
3269,Seville_Province_of_Seville_Andalucia,Puerta_Catedral_Indias_Lofts,"위치가 좋아요. 위치가 최고입니다.  TOC 호스텔 옆,  알카사르, 인디아 로프트와 매우 가깝고 대성당도 가깝고 트램 인디아 로프트 역 바로 앞에 있습니다. 입구는 calle miguel manara 쪽에 있어요  1층 로프트에서 지냈어요.  리셉션은 다른 곳에 있어서 리셉션에서 체크인 체크아웃 해야하지만 체크아웃 후에 짐보관 가능해서 좋았어요  굉장히 넓고  요리도 가능하지만 욕조가 없고 세탁기는 없습니다.",1,4
3383,Seville_Province_of_Seville_Andalucia,Jeys_Sevilla_Centro,"Per me è “SI”! Posizione buona, a 10 minuti a piedi dalla Cattedrale e dall’Alcazar. Stanza piccola ma curata e pulita. Difetti? Beh...bagno separato dalla stanza da parete e porta in vetro bianco (dunque stanza illuminata a giorno in caso di utilizzo del bagno di notte) e aspiratore del bagno rumoroso e attivo per diversi minuti.  Inoltre non abbiamo mai visto nessuno alla reception (ci sono stati comunicati i codici di accesso alla struttura tramite email).",1,4
3385,Seville_Province_of_Seville_Andalucia,Jeys_Sevilla_Centro,"Esperienza terribile Premesso che ho eseguito il pagamento immediato un mese prima della mia vacanza, non ho mai ricevuto una mail da parte della struttura tranne che dall'hoster la conferma della mia prenotazione con relativo numero. Avviso comunque l hotel che saremmo arrivati per le h 23. Ebbene arrivati davanti all'hotel troviamo il portone chiuso, nessuna reception ed accesso con codice che noi non avevamo. Chiamo l' hotel... nessun problema... Bastava dare il numero di conferma al telefono alla receptionist. Ma sorpresa la mia prenotazione era inesistente, sparita, non risultava. Lei non poteva fare niente per noi. Ci hanno lasciato fuori dalla struttura. Nessuna indagine, nessuna telefonata da parte loro per capire cosa stava succedendo, per aiutarci in un momento drammatico. All'una di notte abbiamo trovato e pagato un altro ostello. Il giorno dopo la nostra prenotazione è ricomparsa. La stanza era a disposizione, ma non era pulita e mancavano gli asciugamani. Non ci aspettavano proprio!!!!  Chiesto ed ottenuto il rimborso per quella notte.  Sconsiglio vivamente…",0,1
3388,Seville_Province_of_Seville_Andalucia,Jeys_Sevilla_Centro,"Per me è “SI”! Posizione buona, a 10 minuti a piedi dalla Cattedrale e dall’Alcazar. Stanza piccola ma curata e pulita. Difetti? Beh...bagno separato dalla stanza da parete e porta in vetro bianco (dunque stanza illuminata a giorno in caso di utilizzo del bagno di notte) e aspiratore del bagno rumoroso e attivo per diversi minuti.  Inoltre non abbiamo mai visto nessuno alla reception (ci sono stati comunicati i codici di accesso alla struttura tramite email).",1,4
3390,Seville_Province_of_Seville_Andalucia,Jeys_Sevilla_Centro,"Esperienza terribile Premesso che ho eseguito il pagamento immediato un mese prima della mia vacanza, non ho mai ricevuto una mail da parte della struttura tranne che dall'hoster la conferma della mia prenotazione con relativo numero. Avviso comunque l hotel che saremmo arrivati per le h 23. Ebbene arrivati davanti all'hotel troviamo il portone chiuso, nessuna reception ed accesso con codice che noi non avevamo. Chiamo l' hotel... nessun problema... Bastava dare il numero di conferma al telefono alla receptionist. Ma sorpresa la mia prenotazione era inesistente, sparita, non risultava. Lei non poteva fare niente per noi. Ci hanno lasciato fuori dalla struttura. Nessuna indagine, nessuna telefonata da parte loro per capire cosa stava succedendo, per aiutarci in un momento drammatico. All'una di notte abbiamo trovato e pagato un altro ostello. Il giorno dopo la nostra prenotazione è ricomparsa. La stanza era a disposizione, ma non era pulita e mancavano gli asciugamani. Non ci aspettavano proprio!!!!  Chiesto ed ottenuto il rimborso per quella notte.  Sconsiglio vivamente…",0,1
3393,Seville_Province_of_Seville_Andalucia,Jeys_Sevilla_Centro,"Per me è “SI”! Posizione buona, a 10 minuti a piedi dalla Cattedrale e dall’Alcazar. Stanza piccola ma curata e pulita. Difetti? Beh...bagno separato dalla stanza da parete e porta in vetro bianco (dunque stanza illuminata a giorno in caso di utilizzo del bagno di notte) e aspiratore del bagno rumoroso e attivo per diversi minuti.  Inoltre non abbiamo mai visto nessuno alla reception (ci sono stati comunicati i codici di accesso alla struttura tramite email).",1,4
