,location,hotel,text_content,label,rating
30,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Malaga_Nostrum,bien aloj 3 noch seman sant hotel nuev habit bien limpi cam grand comod cen noch restaur bien unic mal ubic poligon bastant retir centr malag buen atencion part personal limpi,1,4
31,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Vincci_Seleccion_Posada_del_Patio,com mejor habit famili 4a plant pas grand genial tod famili 5 piscin correct espaci hamac just ello control horari turn 1 hor restaur gust postr justit espaguetis negr pas lasañ bien secret bien niñ salud congel merluz reboz croquet buen,3,3
32,Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_Turisticos_Casa_Pepa,encant cerc cas apartament antigu cas señorial encant bien situ pued lleg andand tod part 10 minut mezquit puent roman alcaz jud cerc correder inclus pued lleg amen pase palaci vian crist farol dand liger pase riber rio lleg centr comercial buhardill complic sub escaler estrell altos escalon gent jov problem movil demasi dificult terraz compens escaler estudi buhardill bien equip limpi confort quizas necesit tip cortin persian ventanit,1,4
33,Seville_Province_of_Seville_Andalucia,Mercer_Hotel_Sevilla,intim centric tranquil exclus 5 gl aconsej aconsej sol 12 habit tranquil absolut antigu palacet tech altos etc veran sup fresc bien climatiz coctel calid personal atent servicial profesional,1,4
34,Granada_Province_of_Granada_Andalucia,Hotel_Guadalupe,ped habit dobl plat duch limpi orden enfrenr alhambr par bus tambi enfrent gust never enfri tel casi blanc negr dem genial,1,4
35,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Chinitas_Urban_Hostel,estupend tom medi tard tom medi tard terraz unas estupend vist catedral tej zon siti agrad comod preci elev camarer maj,1,4
36,Granada_Province_of_Granada_Andalucia,Eurostars_Puerta_Real,poc seried aunqu asegur hari carg mult trafic entrar coch zon reserv ir parking mult pag ahor hac respons cas aduc nadi ayunt gran pus contact hotel entiend inform quer,0,1
37,Seville_Province_of_Seville_Andalucia,Hotel_Boutique_Las_Casas_de_El_Arenal,decepcion elegi hotel cos ubic estet coquet pintoresc recepcion amabl profesional tuerc cuant servici hotel 4 estrell servici pension sol funcion almuerz servici absolut precari siquer never dispon tuerc habit serv jacuzzi saun terraz estupend dej si habit acogedor limpi lastim falt servici impid disfrut instal,0,2
38,Jaen_Province_of_Jaen_Andalucia,Hotel_Xauen,volv pas nox hotel unic bien coloc dig cam petac cuart bañ antigu desperfect bañer cortin higien pared papel escuch perfect vecin alcob direccion tel peg esparadrap desayun muyyyy cort volver,0,2
39,Huelva_Province_of_Huelva_Andalucia,El_Alamo_Hostel,buen cercan play mejor estanci cercan play decor habit preci situ 2ª line play bañ necesit reform demasi pequeñ antigu hor determin noch cerr puert hostal primer hor mañan siguient recom restaur yem oro excelent com preci conjunt buen relacion calid preci,3,3
40,Seville_Province_of_Seville_Andalucia,Hotel_Exe_Sevilla_Palmera,excelentisim relacion calid preci sincer encant hotel falt piscin ir pas inviern genial desayun buffet normalit parking compart hospital cerc centr cog autobus relacion preci pag 52 aloj desayun parking pued ped repit juni volv ademas problem trasport perd noch cobr detall maravill trabaj buffet recepcion limpiador excelent dich repet,1,4
41,Granada_Province_of_Granada_Andalucia,Solar_Montes_Claros,idil lug especial mas complic acce deb situacion albaicin vez dentr olvid atencion excelent vist magnif manestu alahambr,1,5
42,Cordoba_Province_of_Cordoba_Andalucia,Eurostars_Maimonides,bien relacion calid preci aloj junior suit habit general bastant bien cam grandisim comod unic mal radiador cuart bañ funcion haci fri bañer hidromasaj tampoc funcion noch ruid culp hotel ubic excelent,3,3
43,Seville_Province_of_Seville_Andalucia,Suites_Murillo_Alcazar,suit murill alcaz sid correct lleg recib part mari explic bien recomend itinerari visit sevill bastant ayud profesional amabil vanes siempr habit mejor condicion previst necesari q estanci agrad cuant lug pod eleg mejor siti vist espectacular habit ampli limpi exquisit decor dud si volv volv eleg,1,5
44,Seville_Province_of_Seville_Andalucia,Pension_Las_Setas,cuid vis aloj 13 may denunci pension consum habit dobl bañ compart ruid olor entran habit si dentr bañ compart suci papel higien 10 mañan nadi revis atiend sal hic comentari negat booking horror maleduc respons desfachatez pon escrit si bañ suci client guarr venganz opinion carg 30 vis autoriz segun limpiez habit hab fum dios olor tabac pas call entra habit ningun cas pued aplic carg si condicion,0,1
45,Seville_Province_of_Seville_Andalucia,Boutique_Hotel_Casa_del_Poeta,hotel boutiqu cas poet sevill encant cultur gent ambient hotel viaj primordial cas poet exced tod expect centric tranquil hermos inmacul personal primer habit ensueñ pierd viaj hotel sid mejor,1,5
46,Cordoba_Province_of_Cordoba_Andalucia,Hotel_Oasis_de_Cordoba,decepcion eleg hotel buen comentari simplement decepcion habit pequeñ parej alto entrab cam mism bañ si sient wc golp piern lavab usar bañer hac filigran si acust habit toc visit maleduc maner dorm ruid escuch suced pasill television habit colind insoport respect piscin pod opin hic uso mism restaur,0,2
47,Cordoba_Province_of_Cordoba_Andalucia,Eurostars_Maimonides,viaj navid limpiez desayun rap recepcion desayun recomend inmejor ubic dej coch zon puert sevill parquing descamp gratuit 10mints andand hotel necesit dobl ventan persian aislamient plant inferior import descans hotel solicit cambi habit escuch perfect noch gent cant cualqui hor compr tapon preci dos noch 3 estrell 27 28 diciembr carisim 358 20e 29 diciembr 80e encuentr correct recomend cen com rincon beatill estupend pati com si van palaci vian 3e pued hac visit dentr palaci correct visit,3,3
48,Jaen_Province_of_Jaen_Andalucia,Jaen_Inturjoven_Youth_Hostel_Spa,correct car vay delant siempr busc aloj barat punt compart habit huesped salv algun excepcion veran pas portugal bañ habit econom cog alberg encontr barat jaen moment ahor ciud aun sorprend pobr bastant descuid preci aloj ahor parec car viend vi 42 eur 4 eur pag dos person noch ten carnet albergu conviert hotel car yend turism low cost ir lej dia cordob,3,3
49,anta_Cruz_del_Comercio_Alhama_de_Granada_Province_of_Granada_Andalucia,El_Amparo,lug agrad comod hermos aloj 3 noch famili ubic excelent excelent vist cerc lugar deb ver gran habit espaci bien equip excelent cam bañ ademas gran are piscin pati sombr terraz vist zon yog ejercici com par noch disfrut excelent com 3 plat prepar product local desayun inclu frut recien prepar pan recien horn disfrut bienven amist hospitalari jody nick personal ayud siti local lugar visit niñ amab perrit lind fred huesped coleccion encant atract amig,1,5
50,Granada_Province_of_Granada_Andalucia,Hotel_Molinos,buen hotel bien ubic hotel bien ubic turism edifici anex mas habit hotel mas estrech mund limpi bien equip tip viaj hotel tampoc necesit desayun tip cafet propi recepcion basic bien preci parking just lad hotel,1,4
51,an_Juan_del_Puerto_Province_of_Huelva_Andalucia,Hostal_Real,ruid hosped hostal septiembr 2019 puntu gent amabl hostal limpiez impec den habit abaj junt supermerc peg compresor air ruid 24 h horribl,3,3
52,Cordoba_Province_of_Cordoba_Andalucia,Maestre,buen opcion cerc mezquit reserv habit 24 hor traves ofert booking cost 38 eur habit tripl antigu poc ventil amplisim limpi trat personal excelent encuentr cinc minut mezquit parking llev todoterren complic aparc aun sac,3,3
53,Granada_Province_of_Granada_Andalucia,Hotel_Porcel_Sabica,bien mejor empezar habl ubic pase to centr ser call llen comerci bar hac amen lleg mism habit ampli buen cam almoh detall suel hab hotel perch defect oye habit ademas termostat air acondicion pued regul va temperatur general q 21 grad frent cam qued hel rat si quit pues hac calor dentr deb arregl ve preocup confort viajer entreg cuestionari pregunt opinion dieron prim dia hab lleg tard dia anterior aun not,1,4
54,Seville_Province_of_Seville_Andalucia,Arc_House,volv ahi agu calient tuerc duch volunt solucion problem inconvenient huesped inform ningun dia pud duch bien calent agu lluvi cocin funcion enchuf habit,0,1
55,Almeria_Province_of_Almeria_Andalucia,Cabo_de_Gata_Camper_Park,famili dos niñ pequeñ lleg conoc siti casual verd aciert dar pas sol noch pas atencion part dueñ agrad lug pequeñit servici necesari noch hic tranquil ruid siti bastant encant detall cuid recomend,1,5
56,Jaen_Province_of_Jaen_Andalucia,Hotel_Juleca,excelent 3 excepcional hotel afuer jaen 10 km cn unas habit ampli confort limpi hotel pequeñ modern preci excepcional parking gratis contrari si vas centr jaen buen si vas activ profesion zon pas,1,4
57,Almedinilla_Province_of_Cordoba_Andalucia,Hospederia_la_Era,extraordinari hotel pequeñ acogedor encant espaci llen rincon transport epoc instal modern estil comod duch excepcional ubic hotel parking ampli propi almedill ideal conoc zon sorprend gran patrimoni histor arqueolog paisajist product utiliz local ecolog not elabor cariñ experient 10 aspect gastronom piscin bonit zon hamac chill out relaj rod naturalez realment extraordinari propietari parej jov encant hech sent,1,5
58,Jaen_Province_of_Jaen_Andalucia,Cortijo_Las_Salinas,jc rawady retir yog seman despues regres cas todav extrañ escap celestial mund steffi stev compart hog magic fond magnif natural oliv montañ steffi stev restaur antigu fuert roman amor respet toqu susurr liger tod part especial pintur cre steffi artist respet talent realz bellez etere cad habit stev coincid talent artist steffi sorprendent com prep gust neces huesped pued disfrut piscin jacuzzi increibl baj estrell bar honest promuev vin local pequeñ tiend vend trabaj product,1,5
59,Seville_Province_of_Seville_Andalucia,Hostel_One_Sevilla_Centro,decepcion volv gust absolut aloj alli sol noch cuent parej men habit asign cutr 4 liter ubic pati dedic toc guitarr peor hostal aloj dud,0,1
60,Cordoba_Province_of_Cordoba_Andalucia,Apartamentos_Patios_de_Alcantara,q cerr autent verguenz eleji apartament comod ir famili 2 beb juev noch viern noch 210 esper apartament condicion patrocini devl caden eurost engañ pievd letr ingres apartament problem sub plant carrit capaz explic problem inacesibil recepcion indic despu llam director q cambi apartament dig clar q si ubic primer plant q nonl quier q voy ir q import diner dej convenc quand lleg despu casi 1 hor dand vuelt vez apartament primer plant muj llor impotent lis beb fund cansanci qued autent,0,1
61,Granada_Province_of_Granada_Andalucia,Arteaga_Hostal,volv entiend com este hostal tant puntuacion unic buen ubic demas dej des habit viej bañ antigu puert viej aun sucied pod inclus ped lleg cambi saban llen pel supong anterior ocup unic salv ubic colchon comod demas hac estanci dign hostal not maxim 5 10 volv,0,1
62,Seville_Province_of_Seville_Andalucia,COME_TO_SEVILLA_Suites_del_Arenal,anunci apartament habit blu reserv influ bonit fot sal pagin vist terraz cocin concret blu sal fot mes puest vajill cubiert luz entra raudal lleg habit blu primer plant call bastant estrech oscur cocin calient agu cafeter micr encim pequeñ estant vas taz cubiert plat cos fregader si quer tom caf freg lavab cuart bañ fin engañ hab inform descripcion exact apartament asign habit tip suit llam coment ultim dijeron merc enfrent prepar com llev dab tb cubiert esper hag pic niqu habit cubiert plastic,3,3
63,Cordoba_Province_of_Cordoba_Andalucia,Ayre_Hotel_Cordoba,club asoci hotel hotel asoci club social instal piscin restaur masific aloj hamac sombr piscin 12 00 vecin zon cog siti espaci hamac reserv aloj igual restaur restaur lent masif person sab pid arroc ensal unic form sirv rap ped arroz reserv antel dich hotel club vecin urbaniz zon,0,1
64,Almeria_Province_of_Almeria_Andalucia,Hotel_Sol_Almeria,hotel barat mas hotel util situ barat destac habit pequeñ ruidos ten bulev numer atom 13 lad cam mal siti limpi atiend bien comercial pas noch mal unas vacacion,0,2
65,Jaen_Province_of_Jaen_Andalucia,Martin_Hostal,respond esper pequeñ sencill buen gent plen centr bien aisl ruid unic peg tub calefaccion parec instrument musical interrump sueñ repet,3,3
66,Almeria_Province_of_Almeria_Andalucia,Ho_Puerta_De_Purchena,conjunt pretenci hollywood experient futur viaj 6 mes año continent continent conozc hospital calid hotel ningun men list dese turist experient artist hip hop ejecut club nocturn administr primer noch soport multitud caf grit convers debaj ventan trovador pus pase almer cancion aull baj influenci demasi cerves bar expuls client 2 3 mañan entumec mental result sueñ interrump dolor limpiez call sigu despues 8 00 am silenci lobby conserj ingles habl personal limpiez deb ser rastr,0,1
67,Seville_Province_of_Seville_Andalucia,Ibis_Budget_Sevilla_Aeropuerto,hotel recomend escuch ruid habit almoh afect cancion incomod altas pas calor parec acondicion dab fri ell desayun gener salv caf dan eleccion caf diamant maquin tip nexpres 1 50 dem bien individual grat buen ase tuerc general salv coment hotel bastant bien,3,3
68,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Carlos_V,extraordinari ubic hotel bastant recomend aunqu antigu ubic genial lad catedral alcaz plen centr call vari tiend bar com tap menu aunqu vez tranquil bañ ampli espaci asi armari disponi never sup util si vas veran,1,4
69,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Atarazanas_Malaga_Boutique_Hotel,recomend instal perfect buen servici situacion inmejor cerc rambl call lari sol aloj pued opin bufet desayun prens gratuit hall falt period deport,1,4
70,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_Alameda_Malaga,pension hotel esper hotel 2 estrell sincer ubic bien entrar sal hotel 8vo pis lio especial si pued llam ascensor cuent propi espaci sent mientr limpi habit ir camin rat te caf habit limpiez opinion dej des personal intent ser amig,0,1
71,Cordoba_Province_of_Cordoba_Andalucia,Los_Patios_de_la_Juderia,sencill bien ubic trat apartament duplex limpi bien ubic dos pas mezquit atract turist zon tranquil bar restaur alrededor preci acept,1,4
72,Granada_Province_of_Granada_Andalucia,Hotel_Los_Tilos,buen ubic personal amabl ubic excelent lad catedral buen ambient zon noch call ruid habit habit exces grand just dorm cam buen limpi desayun buen personal agrad servicial ayud necesit recomend,1,4
73,Cordoba_Province_of_Cordoba_Andalucia,Hotel_Gonzalez,antigu situacion perfect habit 25 noch 28 29 ve muebl antigu bañ aunqu limpi bañer fond gast dab mied pis desagü suci ventan dab pati restaur segun dijeron recepcion noch espectacul gracais dios escuch ruid tempran tard noch recepcion entrar codig dan ascensor funcion volv ir sient,0,2
74,Granada_Province_of_Granada_Andalucia,Apartamentos_Mauror,bonit apartament bien equip dueñ encant cuid cad detall dej bandej desayun explic visit com etc situacion enfrent alhambr centr gran repet,1,5
75,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Hotel_La_Chancla,siti magic conozc bar clasic zon pedregalej siti emblemat primer vez aloj hotel pas genial despues buen cen restaur tom coctel decid sub terraz zon especial bar honest cop buen preci sirv quier apunt si honest apunt dia siguient cobr se si sac part parec sup original pud bañ jacuzzi haci fri ultim vez aloj aqu salud equip genial,1,5
76,Seville_Province_of_Seville_Andalucia,Melia_Lebreros,error aciert experient agridulc dec pesim lleg hotel dos reserv sab noch the level hab normal doming junior suit cuand lleg check in comunic hac ningun tip check out check in habit junior suit utiliz pront vez termin check in sub habit baj nuev cuart hac dieron habit mism plant mism caracterist 10 minut tard room servic traj detall consist dos botellit agu unas chuch imagin har pormenor si huesped 30 años cae car diamant verguenz si,0,2
77,Cordoba_Province_of_Cordoba_Andalucia,Hotel_Los_Omeyas,acojedor buen ubic pas fin seman famili dec sorprend grat ser dos estrell ubic excelent plen barri jud poc pas mezquit habit ampli cuatr cam individual limpi trat famili dud vuelv cordob volv hotel ciert find sal genial preci cuatr,1,4
78,Malaga_Costa_del_Sol_Province_of_Malaga_Andalucia,Petit_Palace_Plaza_Malaga,genial estanci mascot aloj find seman decidi aloj permiti mascot coment ningun suplement adiccional estanci teni prepar colchon grand mascot bebeder sac piens result detall estanci genial limpiez comod trat repetir dud ubic plen call lari,1,5
79,Cordoba_Province_of_Cordoba_Andalucia,Banos_Arabes_de_Cordoba,relax centr cordob hosped amig cuatr noch pas mes diciembr experient sid estupend lad mezquit habit ampli hierbabuen spa plant baj dispon gratuit huesped masaj 20 medi hor personal amabl recuerd nombr juani explic siti acud rapid solucion cambi cam fin experient repet proxim vez mar unic detall ten cuent person poc movil facil trasl taxis llev puert hosped call estrech empedr,1,5
80,Huelva_Province_of_Huelva_Andalucia,Hostel_Inturjoven_Huelva,buen hostal hostal bien dieron habit cam dos aunqu reserv habit mixt cam wifi habit estacion exterior gratuit zon descuid 20 minut pie ciud,1,4
81,Huelva_Province_of_Huelva_Andalucia,Senator_Huelva_Hotel,saban arrib cam cam edredon nordic saban dic cambi hotel bañ precint dich desinfect men deb ten plan cov dig hech,0,2
82,Cordoba_Province_of_Cordoba_Andalucia,Apartments_Embrujo_de_Azahar,volv dud lug encant famili dos dias conoc pati cordob lleg apartament recib espectacul pati envidi tant qued conoc apartament correct dispon necesari comod ademas limpi personal agrad atent dispuest ayud situacion fantast cerc vez tranquil descans perfect aunqu dispon plaz parking pued dej coch lej are comercial dos dias record,1,4
83,Cabo_de_Gata_Almeria_Province_of_Almeria_Andalucia,Hotel_Las_Salinas,estanci perfect ubic hotel perfect primer line play much tranquil desayun buffet inclu bien vari hotel sup limpi med segur anti cov siti guind hotel manol recepcion hotel amabl bromist cercan atent client dud volv,1,5
84,Seville_Province_of_Seville_Andalucia,Bed_Breakfast_Naranjo,zul dieron habit ventan numer 1 ide deb asegur ped habit ventan igual si pid wifi cam dobl etc sensacion desagrad habit miser ventan jamas pas ningun hotel pension b b apartament viaj tod vid mientr aguard alli oi client quej mism recepcion habit ventan pens sol toc veo magnif b b sobreviv holocaust zombi nadi podr entrar sal,0,1
85,Seville_Province_of_Seville_Andalucia,Pension_Las_Setas,correct dificil critic lug pas noch dos person 29 agost si preci bien deb ten cuent air acondicion pag apart 3 import ten recepcion si lleg despues 20 00 cobr suplement 20 29 3 20 52 siti mejor sevill limpi cam comod ubic buen,1,4
86,Almedinilla_Province_of_Cordoba_Andalucia,Hospederia_la_Era,parais mar oliv experient igual hotel encant trat gener haci huesped graci gestion davini raul cercan profesional agrand si cab lug armenidill encant particul gent lugar histori recomend,1,5
87,Seville_Province_of_Seville_Andalucia,Patio_de_la_Cartuja,habit ampli bien comunic despues cov establec sig personal reca um servci men eficaz peor atencion client si sum puest mod puert cin clav segur pues si mayor defiend tecnolog ves cerc complic tip cos deb cuid amen funcion calefaccion find fri sevill solucion propon dart mant ningun fin si client fij cos pes si posibl den habit da escaler bañ pequeñ cocin,3,3
88,Granada_Province_of_Granada_Andalucia,Rooms_VITA_and_BAR,acogedor original parej encant hotel personal amabl habit pequeñ acogedor unic echad falt sid secador pel pon algun peg localiz perfect centric ayud si vien autobus,1,4
